,0,1,2,3,4,5,6,7,8,9,10
115,2116,(2004),电影,哈尔的移动城堡 ハウルの動く城 ,宫崎骏,倍赏千惠子 / 木村拓哉 / 美轮明宏 / 我修院达也 / 神木隆之介,爱情 / 动画 / 奇幻 / 冒险,日本,高清中字,2004-09-05(威尼斯电影节) / 2004-11-20(日本),豆瓣：8.8 
116,2117,(2012),电视剧,娘心 ,陈朱煌,马雅舒 / 宗峰岩 / 任天野 / 符荷晴 / 沈泰,悬疑 / 家庭,中国大陆,46集已完结,2012-09-20,豆瓣：5.0 
117,2118,(2010),电视剧,新三国 ,高希希,陈建斌 / 陆毅 / 于和伟 / 于荣光 / 康凯 / 聂远 / 黄维德 / 陈好 / 何润东 / 林心如 / 张博 / 倪大红 / 赵柯 / 刘竞 / 李依晓 / 于滨 / 吕晓禾 / 霍青 / 焦晃 / 矢野浩二 / 安彭泽宇 / 罗晋 / 孙洪涛 /,剧情 / 历史 / 战争,中国大陆,95集已完结,2010-05-02(中国大陆),豆瓣：7.4 
118,2119,(2009),午夜,想和你上床 ,金田敬 Satoshi Suneda,宫内知美 / 内山真人 / 矢吹夏洛特 / 诹访太郎 / 大口兼吾,爱情 / 喜剧 / 校园 / 情色,日本,高清中字,2009-08-29,豆瓣：5.3 
119,2120,(2004),电影,活死人黎明 Dawn of the Dead ,扎克·施奈德,萨拉·波莉 / 文·瑞姆斯 / 杰克·韦伯 / 梅奇·费法 / 泰·布利尔 / 林蒂·布丝 / Kevin Zegers,动作 / 科幻 / 恐怖,美国 / 加拿大 / 日本 / 法国,高清中字,2004-03-19(美国),豆瓣：7.4 
120,2121,(2005),电影,活死人之地 ,乔治·A·罗梅罗,西蒙·贝克尔 / 丹尼斯·霍珀,动作 / 科幻 / 惊悚 / 冒险,美国,高清中字,2005-12-09(美国),豆瓣：5.0 
121,2122,(1985),电影,丧尸出笼 Day of the Dead ,乔治·A·罗梅罗,Lori Cardille / 特瑞·亚历山大 / 约瑟夫·佩拉图 / 贾拉斯·康罗伊 / Anthony Dileo Jr.,科幻 / 恐怖,美国,高清中字,1985-07-19,豆瓣：7.0 
122,2123,(2005),电影,丧尸出笼2：病毒 Day of the Dead 2: Contagium ,Ana Clavell & James Glenn Dudelson,,恐怖,美国,高清中字,2005-08-11,豆瓣：5.3 
123,2124,(2008),电影,新丧尸出笼 Day of the Dead ,史蒂夫·迈纳,米娜·苏瓦丽 / 尼克·卡农 / 迈克·韦尔奇 / 安娜琳·麦考德 / 斯塔克·桑德斯 / 马特·里皮 / 文·瑞姆斯,惊悚 / 恐怖,美国,高清中字,2008-04-08,豆瓣：6.4 
124,2125,(2005),午夜,情欲九歌 ,迈克尔·温特伯顿,玛戈·斯蒂雷 / 克瑞恩·奥伯里恩,爱情 / 伦理 / 剧情 / 音乐,美国,高清无字幕,2005-03-25,豆瓣：5.0 
125,2126,(2016),福利,【福利】这天气冷的不行不行的 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2016-01-24,豆瓣：2.4 
126,2127,(2016),福利,夫妻两个在床上的那些事#一个喜剧##爆笑# ,齐欣荟,齐欣荟,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-23,豆瓣：8.3 
127,2128,(2016),福利,在酒吧对美女这样 活该你单身#坏才刘科学##原创# ,坏才刘科学,坏才刘科学,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-22,豆瓣：5.8 
128,2129,(2016),福利,喜剧搞笑：老婆，你好毒，杨大炮，专业喜剧玩家，感谢关注杨大炮作品 ,喜剧短片玩家杨大炮,喜剧短片玩家杨大炮,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-23,豆瓣：6.0 
129,2130,(2016),福利,#玩视频赚大钱#～美女脱祙～帅哥拍摄 ,棉湖城,棉湖城,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-25,豆瓣：7.7 
130,2131,(2016),福利,美女打桌球，竟用这个来扎头发[好色]#玩视频赚大钱##限制##美女# ,最傳媒,最傳媒,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-24,豆瓣：7.4 
131,2132,(2016),音乐,一心爱你QJY - QJY ,QJY,QJY,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-25,豆瓣：9.1 
132,2133,(2016),音乐,三生三世十里桃花 - QJY ,QJY,QJY,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-25,豆瓣：3.8 
133,2134,(2016),音乐,好想谈恋爱 - 娛+瑜希 【尊师♥星妹妹】 ,娛+瑜希 【尊师♥星妹妹】,娛+瑜希 【尊师♥星妹妹】,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-25,豆瓣：6.0 
134,2135,(2016),音乐,皮卡丘 - 小可酱 ,小可酱,小可酱,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-25,豆瓣：8.7 
135,2136,(2016),音乐,残雪 - Mm呀萌 ,Mm呀萌,Mm呀萌,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-25,豆瓣：3.5 
136,2137,(2016),音乐,破天哥哥保护你 - 身轻体柔小安妮 ,身轻体柔小安妮,身轻体柔小安妮,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-25,豆瓣：5.2 
137,2138,(2016),音乐,赵本山老师 - 梦达 ,梦达,梦达,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-25,豆瓣：4.8 
138,2139,(2016),音乐,赵本山老师 - 天下－夏天佛 ,天下－夏天佛,天下－夏天佛,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-25,豆瓣：2.1 
139,2140,(2011),电影,传染病 Contagion ,史蒂文·索德伯格,马特·达蒙 / 玛丽昂·歌迪亚 / 格温妮斯·帕特洛 / 凯特·温丝莱特 / 裘德·洛 / 劳伦斯·菲什伯恩 / 布莱恩·科兰斯顿 / 约翰·浩克斯 / 黄经汉 / 徐天佑 / 詹妮弗·艾莉 / 何超仪,剧情 / 科幻 / 惊悚 / 灾难,美国 / 阿联酋,高清中字,2011-09-09(美国),豆瓣：6.4 
140,2141,(2011),电影,超级八 Super 8 ,J·J·艾布拉姆斯,乔尔·考特尼 / 艾丽·范宁 / 凯尔·钱德勒 / Riley Griffiths / Ryan Lee / 朗·埃达德 / 诺亚·艾默里奇,科幻 / 悬疑 / 惊悚 / 儿童,美国,高清中字,2011-06-10(美国),豆瓣：6.4 
141,2142,(2014),电影,新年行动 Happy New Year ,法拉·可汗,沙鲁克·汗 / 迪皮卡·帕度柯妮 / 阿努拉格·卡施亚普 / 阿布舍克·巴强 / 阿努潘·凯尔 / 波曼·伊拉妮 / 索努·苏德 / 杰奇·史洛夫 / 维万·沙 / 普拉部·地伐 / 高瑞·汗 / 赛义德·汗 / 玛拉伊卡·阿罗拉 / 萨拉·简·迪亚斯 /,喜剧 / 动作 / 爱情 / 犯罪,印度,高清中字,2015-02-12(中国大陆) / 2014-10-24(印度),豆瓣：6.7 
142,2143,(2011),电影,爱疯了 Like Crazy ,德雷克·多雷穆斯,安东·叶利钦 / 费莉西蒂·琼斯 / 詹妮弗·劳伦斯 / 查理·比尤利 / 阿莉克丝·金斯顿 / 奥利弗·缪尔海德 / 菲诺拉·休斯 / 克里斯·梅西纳 / 本·约克·琼斯 / 杰米·托马斯·金,剧情 / 爱情,美国,高清中字,2011-10-28(美国),豆瓣：7.1 
143,2144,(2012),电影,无敌破坏王 Wreck-It Ralph ,瑞奇·摩尔,简·林奇 / 约翰·C·赖利 / 萨拉·西尔弗曼 / 杰克·麦克布瑞尔 / 斯戴芬妮·斯考特 / 贾米·埃曼 / 艾伦·图代克,喜剧 / 动画 / 冒险,美国,高清中字,2012-11-06(中国大陆) / 2012-11-02(美国),豆瓣：8.7 
144,2145,(2008),电影,校园兔女郎 The House Bunny ,弗雷德·沃尔夫,安娜·法瑞丝 / 艾玛·斯通 / 凯特·戴琳斯 / 科林·汉克斯 / 比佛莉·德安姬罗 / 休·海夫纳 / 凯瑟琳·麦菲,喜剧 / 爱情,美国,高清中字,2008-08-22(美国),豆瓣：5.9 
145,2146,(2016),福利,《韩国女主播》BJ Angela 女神性感热舞 精彩场面#14 ,萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-24,豆瓣：5.1 
146,2147,(2016),福利,韩国美女  韩国女主播  美女视频 ,韩国女主播,韩国女主播,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-24,豆瓣：3.2 
147,2148,(2016),福利,《韩国女主播》BJ Angela 女神性感热舞 精彩场面#05 ,萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-24,豆瓣：6.3 
148,2149,(2016),福利,《韩国女主播》BJ Angela 女神性感热舞 精彩场面#01 ,萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-24,豆瓣：1.8 
149,2150,(2016),福利,韩国女主播红衣黑丝热舞！ ,精选V视频I,精选V视频I,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-24,豆瓣：4.2 
150,2151,(1994),电影,桃色天使之终极猎杀 ,朱延平,吕良伟 / 徐若瑄,动作 / 犯罪 / 剧情,香港,高清,1994-01-01,豆瓣：3.6 
151,2152,(2011),动漫,迷茫管家与懦弱的我 まよチキ! ,川口敬一郎,井口裕香 / 日野聪 / 喜多村英梨 / 花泽香菜 / 伊濑茉莉也 / 阿澄佳奈,动画,日本,13集已完结,2011-07-07,豆瓣：6.6 
152,2153,(2012),电影,后宫：帝王之妾 후궁: 제왕의 첩 ,金大胜,金民俊 / 赵汝贞 / 金东旭 / 曹恩智,剧情 / 情色 / 历史,韩国,高清中字,2012-06-06(韩国),豆瓣：5.5 
153,2154,(2013),综合,我是歌手第一季 ,洪涛,陈羽凡 / 胡海泉 / 尚雯婕 / 黄贯中 / 沙宝亮 / 齐秦 / 辛晓琪 / 彭佳慧 / 杨宗纬 / 黄绮珊 / 林志炫 / 周晓鸥 / 陈明,音乐 / 真人秀,中国大陆,13集已完结,2013-01-18(中国大陆),豆瓣：7.8 
154,2155,(2014),综合,我是歌手第二季 ,洪涛,张宇 / 邓紫棋 / 周笔畅 / 韩磊 / 罗琦 / 曹格 / 韦唯,音乐 / 真人秀,中国大陆,14集已完结,2014-01-03(中国大陆),豆瓣：7.5 
155,2156,(2015),综合,我是歌手第三季 ,洪涛,韩红 / 孙楠 / 张靓颖 / 胡彦斌 / 古巨基 / 陈洁仪 / 黄丽玲 / 李荣浩 / 谭维维 / 李健 / 萧煌奇 / 郑淳元 / 李佳薇,音乐 / 真人秀,中国大陆,16集已完结,2015-01-02(中国大陆),豆瓣：7.2 
156,2157,(2016),综合,我是歌手第四季 ,都艳,李玟 / 赵传 / 李克勤 / 信 / HAYA乐团 / 黄致列 / 徐佳莹 / 关喆 / 张信哲 / 陈楚生,音乐 / 真人秀,中国大陆,15集已完结,2016-01-15(中国大陆),豆瓣：6.7 
157,2158,(2016),电影,恶人报喜 惡人谷 ,谷德昭,吴镇宇 / 江疏影 / 郑中基 / 余安安 / 蔡瀚亿 / 官恩娜 / 曾国祥 Derek Tsang / 谷德昭 / 林子聪 / 夏春秋 / 冯勉恒 / 谭炳文 / 张达明 / 李璨琛 / 何超仪 / 黄文慧 /  余慕蓮 / 鲁芬 / 林二汶 / 卢惠,喜剧,香港 / 中国大陆,高清版,2016-01-23(中国大陆) / 2016-01-21(香港),豆瓣：4.8 
158,2159,(2016),福利,【福利】白衣兔耳哪里找 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2016-01-25,豆瓣：5.5 
159,2160,(2012),电影,二次曝光 ,李玉,范冰冰 / 冯绍峰 / 霍思燕 / 陈冲 / 孔维 / 姚安濂 / 梁静 / 方励,剧情 / 爱情 / 悬疑,中国大陆,高清,2012-09-29(中国大陆),豆瓣：6.2 
160,2161,(1994),电影,阳光灿烂的日子 ,姜文,夏雨 / 宁静 / 陶虹 / 耿乐 / 斯琴高娃 / 冯小刚 / 姜文 / 王学圻 / 王朔 / 尚楠,剧情,中国大陆 / 香港,高清,1995-08-21(中国大陆) / 1994-09-09(威尼斯电影节) / 1995-06-28(香港),豆瓣：8.7 
161,2162,(2013),,招魂 The Conjuring ,温子仁,维拉·法米加 / 帕特里克·威尔森 / 莉莉·泰勒 / 朗·里维斯顿 / 珊莉·卡斯韦尔 / 哈蕾·麦克法兰 / 乔伊·金 / 麦肯吉·弗依,悬疑 / 恐怖,美国,高清中字,2013-07-19(美国) / 2013-08-29(香港),豆瓣：7.5 
162,2163,(2012),电影,黑衣女人 The Woman in Black ,詹姆斯·瓦特金斯,丹尼尔·雷德克里夫 / 塞伦·希德 / 珍妮·麦克蒂尔 / 玛丽·萧克莱  / 露西·梅耶·巴克,剧情 / 惊悚 / 恐怖,英国 / 加拿大 / 瑞典,高清中字,2012-09-20(中国大陆) / 2012-02-03(美国),豆瓣：5.8 
163,2164,(2014),,黑衣女人2：死亡天使 The Woman in Black 2: Angel of Death ,汤姆·哈伯,海伦·麦克洛瑞 / 杰瑞米·艾文 / 菲比 福克斯 / Leanne Best / 阿德里安·劳林斯 / Oaklee Pendergast / Leilah de Meza / 海莉·乔安妮·培根 / 奈德·丹内利 / Amelia Pidgeon /,剧情 / 惊悚 / 恐怖,英国 / 加拿大,高清中字,2015-01-01(英国) / 2014-12-30(阿联酋首映),豆瓣：4.7 
164,2165,(2016),电影,未成年 ,谈宜之,佳琪 / 张蓝艺 / 罗翔 / 侯伊荻,青春 / 校园,中国大陆,高清,2016-01-25,豆瓣：6.3 
165,2166,(2016),电影,功夫炮侠 ,刁羽,鲍振江 / 崔尔康 / 魏芳 / 刘超,动作 / 奇幻,中国大陆,高清,2016-1-26,豆瓣：4.0 
166,2167,(2016),电影,热血插班生 ,麦田,齐超 / 桑娜 / 毛娜 / 麦田,剧情 / 动作 / 爱情,中国大陆,高清,2016-01-26,豆瓣：5.0 
167,2168,(2016),音乐,吹牛逼 - 眯眯 ,眯眯,眯眯,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-26,豆瓣：4.7 
168,2169,(2016),音乐,男人花 - 覃沐曦 ,覃沐曦,覃沐曦,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-26,豆瓣：9.3 
169,2170,(2016),音乐,【原创】女神有点冷 - China2596 半夏 ,China2596 半夏,China2596 半夏,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-26,豆瓣：7.6 
170,2171,(2016),音乐,热舞小壁咚171843 - Moiky ,Moiky,Moiky,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-26,豆瓣：4.6 
171,2172,(2006),午夜,颐和园 ,娄烨,郭晓冬 / 郝蕾 / 胡伶 / 崔林,剧情,中国大陆,高清中字,2006-07-20,豆瓣：5.6 
172,2173,(2015),综合,欢乐喜剧人 第一季 ,,吴秀波 / 贾玲 / 吴君如 / 小沈阳 / 宋小宝 / 沈腾 / 李菁 / 俞白眉 / 代乐乐 / 梁超 / 杨金赐,脱口秀,中国大陆,14集已完结,2015-04-25(中国大陆),豆瓣：8.0 
173,2174,(2016),综合,欢乐喜剧人 第二季 ,,岳云鹏 / 赵正平 / 唐从圣 / 小沈阳,真人秀,中国大陆,12集已完结,2016-01-17(中国大陆),豆瓣：7.9 
174,2175,(2015),电影,阿纳克莱托：特务密探 Anacleto: Agente secreto ,哈维尔·鲁兹·卡尔德拉,奎姆·古铁雷兹 / 萝西·德·帕尔马 / 卡洛斯·阿雷塞斯 / 亚力姗德拉·吉蒙内兹 / 伊马诺尔·阿里亚斯 / 安德烈·布纳福内特 / José Corbacho / Emilio Gutiérrez Caba / 贝尔托·罗梅罗 / Jose Mell,动作,西班牙,高清中字,2015-04-10(西班牙),豆瓣：3.6 
175,2176,(2012),电影,第一次 ,韩延,杨颖 / 赵又廷 / 江珊 / 赵树海 / 田原 / 赵英俊 / 袁咏琳 / 白百何 / 黄轩,爱情,中国大陆,高清,2012-06-08(中国大陆),豆瓣：6.3 
176,2177,(2011),电影,时间规划局 In Time ,安德鲁·尼科尔,阿曼达·塞弗里德 / 贾斯汀·汀布莱克 / 基里安·墨菲 / 文森特·卡塞瑟 / 亚历克斯·帕蒂弗 / 约翰尼·盖尔克奇 / 奥利维亚·王尔德 / 马特·波莫 / 贝拉·希思科特 / 萨莎·彼福瓦洛娃 / 梅丽莎·奥德维 / 瑞秋·罗伯茨,动作 / 科幻,美国,高清中字,2011-10-20(加州首映) / 2011-10-28(美国),豆瓣：6.9 
177,2178,(2004),电影,地狱男爵 Hellboy ,吉尔莫·德尔·托罗,朗·普尔曼 / 约翰·赫特 / 塞尔玛·布莱尔 / 道格·琼斯 / 鲁珀特·伊文斯,动作 / 奇幻 / 冒险,美国,高清中字,2004-04-02(美国),豆瓣：6.9 
178,2179,(2008),电影,地狱男爵2：黄金军团 Hellboy 2: The Golden Army ,吉尔莫·德尔·托罗,朗·普尔曼 / 塞尔玛·布莱尔 / 道格·琼斯 / 约翰·亚历山大 / 詹姆斯·多德 / 塞思·麦克法兰 / 鲁克·高斯 / 安娜·沃尔顿,动作 / 奇幻 / 冒险,美国,高清中字,2008-11-21(中国大陆) / 2008-07-11(美国),豆瓣：6.7 
179,2180,(2015),电视剧,地雷英雄传 ,张东东 / 杨小波 / 三丑,王新军 / 宁静 / 韩张 / 郑媛元 / 张凯元,剧情 / 战争,中国大陆,46集已完结,2015-09-07(中国大陆),豆瓣：5.0 
180,2181,(2015),电视剧,匆匆那年：好久不见 ,李远 / 韩天 / 姚婷婷,张彬彬 / 王萌黎 / 金泽灏 / 李川 / 隋咏良 / 尤靖茹 / 余玥,剧情 / 爱情,中国大陆,16集已完结,2015-12-28(中国大陆),豆瓣：3.5 
181,2182,(2014),电影,肚脐与膝盖之间 ,李胜焕 / Lee Soong-hwan,许东万 / 郑浩俊,喜剧 / 爱情 / 剧情,韩国,高清中字,2014-05-15,豆瓣：5.6 
182,2183,(2016),电影,蝙蝠侠：血脉恩仇 Batman: Bad Blood ,杰伊·欧力瓦,斯图尔特·艾伦 / 莫蕾娜·巴卡林 / 盖乌斯·查尔斯 / 杰森·奥玛拉 / 肖恩·马希尔,动作 / 科幻 / 动画 / 犯罪,美国,高清中字,2016-01-19(美国),豆瓣：7.1 
183,2184,(2015),电影,新路野仙踪 The Wiz Live! ,Kenny Leon,奥卓·阿杜巴 / 奎恩·拉提法 / 科曼 / Shanice Williams / 伊利亚·凯利 / 大卫·艾兰·格里尔 / 安伯·莱利 / 玛丽·布莱姬 / 尼欧 / Stephanie Mills,歌舞,美国,高清中字,2015-12-03,豆瓣：3.0 
184,2185,(2016),电视剧,极品模王 ,李伯恩,李贤宰 / 任言恺 / 郭碧婷,喜剧,中国大陆,30集已完结,2016-01-23(中国大陆),豆瓣：3.0 
185,2186,(2015),电视剧,老师晚上好 ,韩承桓,邹杨 / 关晓彤 / 杨金承 / 高宇 / 李东健,喜剧 / 爱情,中国大陆,24集已完结,2016-01-25(中国大陆),豆瓣：4.0 
186,2187,(1994),电影,小富翁里奇 Ri¢hie Ri¢h ,唐纳德·佩特瑞,麦考利·卡尔金 / 克劳迪娅·希弗 / 爱德华·赫曼 / 克斯汀·埃伯索尔 / 乔纳森·海德,喜剧 / 家庭,美国,高清中字,1994-12-21,豆瓣：7.4 
187,2188,(2005),午夜,爱人（成贤娥版） ,金泰恩,赵东赫 / 成贤娥,爱情 / 剧情 / 情色,韩国,高清中字,2005-12-14,豆瓣：5.3 
188,2189,(2016),电影,炮神归来 ,张一丁,王圣砚 / 周子佳 / 刘依桐 / 官雨薇,喜剧 / 爱情,中国大陆,高清,2016-01-10,豆瓣：3.0 
189,2190,(2015),电影,星探 色模 ,罗慧敏 / 仁杰,艾美琦 / 周柏豪  / 赵硕之 / 贾晓晨 / 陈百祥 / 罗家英 / 曹查理 / 戴梦梦 / 陳若嵐 / 董敏莉 / 王合喜 / 黃嘉樂 / 梁焯滿,喜剧,香港,高清中字,2015-10-22(香港) / 2015-12-18(广东省),豆瓣：0.0 
190,2191,(2001),电影,原罪 Original Sin ,迈克尔·克里斯托弗,安东尼奥·班德拉斯 / 安吉丽娜·朱莉 / 托马斯·简 / 杰克·汤普森 / Allison Mackie / 乔安·普林格尔 / 詹姆斯·哈文 / Lisa Owen / 格里高利·伊齐恩,剧情 / 爱情 / 悬疑 / 情色,法国 / 美国,高清中字,2001-07-11(法国) / 2001-08-03(美国),豆瓣：7.5 
191,2192,(1978),电影,食人鱼 Piranha ,乔·丹特,布拉福德·迪尔曼 / 凯文·麦卡锡 / 基南·怀恩,喜剧 / 科幻 / 恐怖,美国,高清中字,1978-08-03,豆瓣：6.1 
192,2193,(1981),电影,食人鱼2：繁殖 Piranha Part Two: The Spawning ,詹姆斯·卡梅隆 / Ovidio G. Assonitis,Tricia O'Neil / 兰斯·亨利克森 / Ricky Paull Goldin / Leslie Graves / Carole Davis / Albert Sanders / Aston S. Young / Captain Kidd Bre,剧情 / 爱情 / 科幻 / 恐怖,美国 / 意大利,高清无字幕,1982-10-17,豆瓣：5.3 
193,2194,(2010),电影,食人鱼3D Piranha ,亚历山大·阿嘉,史蒂夫·R·麦奎因 / 杰西卡·斯佐尔 / 亚当·斯科特 / 伊丽莎白·苏 / 文·瑞姆斯 / 克里斯托弗·洛伊德 / 理查德·德莱弗斯 / 伊莱·罗斯 / 杰瑞·奥康奈尔 / 凯莉·布鲁克 / 雷丽·斯蒂尔 / 利卡多·查维拉 / 迪娜·迈耶 / 保罗·,喜剧 / 惊悚 / 恐怖,美国,高清中字,2010-08-20(美国),豆瓣：5.9 
194,2195,(2014),电影,怨灵 ,佟亦坚,洪秀儿 / 姜潮 / 倪慕斯 / 彭凌 / 谈莉娜 / 高泰宇 / 徐悦,惊悚 / 恐怖,中国大陆 / 韩国,高清中字,2014-11-13(中国大陆) / 2015-08-06(韩国),豆瓣：3.7 
195,2196,(2015),电影,纯真时代 순수의 시대 ,安相勋,申河均 / 张赫 / 姜汉娜 / 姜河那,剧情 / 爱情 / 历史,韩国,高清中字,2015-03-05(韩国),豆瓣：5.6 
196,2197,(2015),电影,嘘！禁止想象！ 나인틴 : 쉿! 상상금지! ,卢镇秀,Choi Won-joon / Han Se-i / Kim Min-gi / Lee Jae-in / Kim Cheong-soon / Jang Moon-yeong / Hwang Ji-hoo / Yoo Ji-hyeon / Cha Bo-se,喜剧 / 情色,韩国,高清中字,2015-04-20(韩国),豆瓣：5.3 
197,2198,(2008),电影,霜花店 ,柳河,赵寅成 / 朱镇模 / 宋智孝,剧情 / 伦理,韩国,高清中字,2008-12-30,豆瓣：5.3 
198,2199,(1992),午夜,天生舞男 ,唐基明,任达华 / 叶玉卿 / 吴君如 / 周文健 / 张铮 / 林聪,喜剧 / 剧情 / 香港,香港,高清中字,1992-04-30,豆瓣：5.3 
199,2200,(2013),电影,神马四兄弟 ,仲强,吴德平 / 刘博庆 / 袁杰 / 薛大鹏,剧情 / 喜剧,中国大陆,高清,2013-03-31,豆瓣：6.6 
200,2201,(2016),音乐,好想你~ - 萌小美 ,萌小美,萌小美,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-27,豆瓣：1.2 
201,2202,(2016),音乐,恋人心 - 柠檬茶 ,柠檬茶,柠檬茶,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-27,豆瓣：3.8 
202,2203,(2016),音乐,《兄弟无悔》 - 娜宝儿 ,娜宝儿,娜宝儿,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-27,豆瓣：7.7 
203,2204,(2016),音乐,ღ 小涩瑶~烟火 - 小涩瑶 ,小涩瑶,小涩瑶,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-27,豆瓣：7.4 
204,2205,(2016),音乐,皇后大道东 - 【隐】丶Mc大灵。 不玩周星 ,【隐】丶Mc大灵。 不玩周星,【隐】丶Mc大灵。 不玩周星,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-27,豆瓣：8.9 
205,2206,(2016),音乐,夜色 - 玉哥儿 ,玉哥儿,玉哥儿,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-01-27,豆瓣：8.6 
206,2207,(2016),福利,【福利】客官，这是你要的阿英 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2016-01-26,豆瓣：6.5 
207,2208,(2016),福利,女子竟然模仿优衣库女猪脚，真给力！不出名都难！[抓狂][扣鼻屎]#玩视频赚大钱# ,親娛樂,親娛樂,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-25,豆瓣：2.0 
208,2209,(2016),福利,你看我像绿茶婊吗？#一个喜剧##爆笑# ,齐欣荟,齐欣荟,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-26,豆瓣：2.9 
209,2210,(2016),福利,同学聚会，狗眼看人低！ ,奇闻趣事视频,奇闻趣事视频,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-01-25,豆瓣：2.5 
