,0,1,2,3,4,5,6,7,8,9,10
240,1241,(2015),音乐,一生所爱更新温柔版 - 李雪薇 ,李雪薇,李雪薇,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-13,豆瓣：6.4 
241,1242,(2015),音乐,琪家皇马歌 - 琪抖抖 ,琪抖抖,琪抖抖,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-13,豆瓣：2.9 
242,1243,(1991),电影,冲击天子门生 衝擊天子門生 ,何卓荣,刘德华 / 张耀扬 / 王祖贤 / 鲍方 / 黄光亮 / 于莉 / 罗烈 / 梁锦燊,动作 / 惊悚 / 犯罪,香港,高清,1991,豆瓣：6.0 
243,1244,(2012),电影,复仇者联盟 The Avengers ,乔斯·韦登,小罗伯特·唐尼 / 克里斯·埃文斯 / 斯嘉丽·约翰逊 / 克里斯·海姆斯沃斯 / 杰瑞米·雷纳 / 马克·鲁弗洛 / 塞缪尔·杰克逊 / 汤姆·希德勒斯顿 / 斯特兰·斯卡斯加德 / 寇碧·史莫德斯 / 克拉克·格雷格 / 保罗·贝坦尼 / 格温妮斯·帕,动作 / 科幻 / 奇幻 / 冒险,美国,高清中字,2012-05-05(中国大陆) / 2012-05-04(美国),豆瓣：8.0 
244,1245,(2001),电影,十一罗汉 Ocean's Eleven ,史蒂文·索德伯格,乔治·克鲁尼 / 布拉德·皮特 / 马特·达蒙 / 朱莉娅·罗伯茨 / 安迪·加西亚 / 卡西·阿弗莱克 / 伯尼·麦克 / 秦少波 / 唐·钱德尔 / 斯科特·凯恩 / 埃利奥特·古尔德,动作 / 犯罪,美国,高清中字,2001-12-07(美国),豆瓣：7.9 
245,1246,(2013),午夜,人形少女 フィギュアなあなた ,石井隆,佐佐木心音 / 柄本佑 / 竹中直人 / 樱木梨奈 / 伊藤洋三郎,剧情 / 奇幻,日本,高清中字,2013-06-15,豆瓣：5.0 
246,1247,(2014),午夜,抵押300万 ,Car Koichi cheese,丘咲 / 大城 / 針原滋,剧情 / 情色,韩国,高清无字幕,2014-11-22,豆瓣：3.0 
247,1248,(2015),电影,万万没想到 ,易小星,白客 / 杨子姗 / 陈柏霖 / 马天宇 / 刘循子墨 / 麦克 / 易小星 / 曾志伟 / 赵文瑄 / 贾玲 / 孔连顺 / 佟丽娅 / 乔任梁 / 小爱 / 张本煜 / 葛布 / 柯达,喜剧 / 奇幻 / 冒险 / 古装,中国大陆,高清,2015-12-18(中国大陆),豆瓣：0.0 
248,1249,(2015),电影,巴啦啦小魔仙之魔箭公主 ,陈诚,赵粤 / 戴萌 / 赵今麦 / 刘黛希 / 香奈儿,奇幻 / 冒险,中国大陆,高清,2015-10-01(中国大陆),豆瓣：4.8 
249,1250,(1987),电影,心跳一百 ,张曼玉 / 郑浩南 / 罗明珠 / 吕方 / 王青 / 林聪 / 成奎安 / 胡枫,郑则仕,喜剧 / 恐怖 / 犯罪,香港,高清,1987-05-21,豆瓣：6.7 
250,1251,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
251,1252,(1996),,惊声尖叫 Scream ,韦斯·克雷文,内芙·坎贝尔 / 斯基特·乌尔里奇 / 柯特妮·考克斯 / 大卫·阿奎特 / 德鲁·巴里摩尔 / 马修·里沃德,悬疑 / 恐怖 / 犯罪,美国,高清中字,1996-12-20,豆瓣：7.0 
252,1253,(1997),,惊声尖叫2 Scream 2 ,韦斯·克雷文,内芙·坎贝尔 / 杰米·肯尼迪 / 柯特妮·考克斯 / 列维·施瑞博尔 / 贾达·萍克·史密斯 / 海瑟·格拉汉姆 / 莎拉·米歇尔·盖拉 / 卢克·威尔逊,悬疑 / 恐怖 / 犯罪,美国,高清中字,1997-12-12,豆瓣：6.4 
253,1254,(2000),,惊声尖叫3 Scream 3 ,韦斯·克雷文,内芙·坎贝尔 / 列维·施瑞博尔 / 柯特妮·考克斯 / 大卫·阿奎特 / 杰米·肯尼迪,悬疑 / 恐怖 / 犯罪,美国,高清中字,2000-02-04,豆瓣：6.3 
254,1255,(2011),,惊声尖叫4 Scream 4 ,韦斯·克雷文,内芙·坎贝尔 / 柯特妮·考克斯 / 大卫·阿奎特 / 艾玛·罗伯茨 / 安娜·帕奎因 / 克里斯汀·贝尔 / 海顿·潘妮蒂尔 / 亚当·布罗迪 / 爱丽森·布里,悬疑 / 恐怖 / 犯罪,美国,高清中字,2011-04-15(美国),豆瓣：6.1 
255,1256,(2000),电影,惊声尖笑 Scary Movie ,基伦·埃弗瑞·韦恩斯,安娜·法瑞丝 / 乔·阿布拉汉姆斯 / 马龙·韦恩斯 / 戴夫·谢里登 / 莎诺·伊丽莎白 / 洛奇林·莫罗 / 肖恩·韦恩斯 / 雷吉娜·赫尔 / 卡门·伊莱克特拉,喜剧,美国,高清中字,2000-07-07,豆瓣：6.9 
256,1257,(2001),电影,惊声尖笑2 Scary Movie 2 ,基伦·埃弗瑞·韦恩斯,安娜·法瑞丝 / 马龙·韦恩斯 / Antony Acker / Mark Barrett / Richard Bellos / Suzanne Bianqui / Natale Bosco / Joann Connor / Bradley Fisher,喜剧,美国 / 加拿大,高清中字,2001-07-04(美国),豆瓣：6.7 
257,1258,(2003),电影,惊声尖笑3 Scary Movie 3 ,大卫·扎克,安娜·法瑞丝 / 查理·辛 / 帕米拉·安德森 / 詹尼·麦卡锡 / Marny Eng / 西蒙·雷克斯 / 杰里米·皮文 / 雷吉娜·赫尔 / 奎恩·拉提法 / 莱斯利·尼尔森,喜剧,美国 / 加拿大,高清中字,2003-10-24,豆瓣：6.8 
258,1259,(2006),电影,惊声尖笑4 Scary Movie 4 ,大卫·扎克,安娜·法瑞丝 / 雷吉娜·赫尔 / 克雷格·比尔克 / 比尔·普尔曼 / 安东尼·安德森 / 莱斯利·尼尔森 / 康奇塔·坎贝尔,喜剧,美国,高清中字,2006-04-14(美国),豆瓣：6.7 
259,1260,(2013),电影,惊声尖笑5 Scary Movie 5 ,马尔科姆·D·李,西蒙·雷克斯 / 阿什丽·提斯代尔 / 查理·辛 / 泰瑞·克鲁斯 / 卡特里娜·宝登 / 杰瑞·奥康奈尔 / 琳赛·洛翰 / 萨拉·海蓝德 / 亚瑟·雷蒙德,喜剧,美国,高清中字,2013-04-12(美国),豆瓣：5.3 
260,1261,(2007),电影,生死狙击 Shooter ,安东尼·福奎阿,马克·沃尔伯格 / 凯特·玛拉 / 迈克尔·佩纳 / 丹尼·格洛弗 / 伊莱亚斯·科泰斯 / 罗娜·迈特拉,动作 / 悬疑 / 惊悚 / 犯罪,美国,高清中字,2007-05-12(中国大陆) / 2007-03-23(美国),豆瓣：7.7 
261,1262,(2004),午夜,花与蛇 ,石井隆,杉本彩 / 野村宏伸,艺术 / 剧情 / 情色,日本,高清中字,2004-03-13,豆瓣：4.3 
262,1263,(2005),午夜,花与蛇2之巴黎静子 ,石井隆,杉本彩 / 远藤宪一,剧情 / 情感 / 犯罪,日本,高清中字,2005-05-14,豆瓣：7.7 
263,1264,(2010),午夜,花与蛇3 ,成田裕介,小向美奈子 / 本宫秦风 / 小松崎真理,情色 / 剧情,日本,高清中字,2010-08-28,豆瓣：8.0 
264,1265,(2015),综合,偶滴歌神啊 第一季 ,,谢娜 / 张大大 / 郭书瑶 / 李斯羽 / 陈俊豪 / 徐浩 / 黄丽玲 / 林志炫,音乐 / 真人秀,中国大陆,12集已完结,2015-08-05(中国大陆),豆瓣：7.2 
265,1266,(2015),综合,偶滴歌神啊 第二季 ,谢娜,谢娜,音乐 / 真人秀,中国大陆,12集已完结,2015-12-02(中国大陆),豆瓣：5.3 
266,1267,(2015),电影,探灵档案 ,彭发,马浴柯 / 吴昕 / 潘粤明 / 王景春 / 莫小棋 / 朱雨辰 / 洪天明 / 陈国坤,悬疑 / 惊悚,中国大陆,高清,2015-10-23(中国大陆),豆瓣：5.0 
267,1268,(2015),电影,假装热情 열정같은소리하고있네 ,郑基训,郑在咏 / 朴宝英 / 吴达洙 / 卓在勋 / 柳贤静 / 柳德焕 / 陈庆 / 尹均尚 Gyoon-sang Yoon,喜剧,韩国,高清中字,2015-11-25(韩国),豆瓣：2.0 
268,1269,(1989),电影,猛鬼狐狸精 ,梁佐治,吴君如 / 楚原 / 成奎安 / 胡枫 / 苑琼丹 / 陈加玲,喜剧 / 动作 / 恐怖 / 奇幻,香港,高清,1989-05-25,豆瓣：6.1 
269,1270,(2014),电影,切蛇 Cut Snake ,托尼·艾尔斯,沙利文·斯特普尔顿 / 杰西卡·德·古维 / 亚历克斯·罗素 / Paul Moder / Robert Maxwell,惊悚,澳大利亚,高清中字,2014-04-03,豆瓣：3.0 
270,1271,(2015),电影,行尸崛起之丧尸新娘 ,暂无,暂无,惊悚 / 悬疑 / 爱情 / 唯美 / 丧尸,中国大陆,,2015-12-13,豆瓣：4.3 
271,1272,(2014),电视剧,爹妈满院 ,阚卫平,赵本山 / 小沈阳 / 沈春阳 / 宋小宝 / 毕畅 / 王小利 / 刘晓光,剧情,中国大陆,50集已完结,2014-09-22(中国大陆),豆瓣：5.0 
272,1273,(2015),电视剧,炮神 ,王飞 / 杜修斌,于震 / 刘小锋  / 张光北 / 牛丽燕 / 张笑君 / 王超 / 尹馨梓 / 王佳宁,剧情,中国大陆,43集已完结,2015-11-12(中国大陆),豆瓣：3.8 
273,1274,(2010),午夜,子猫梦女神 ,Ippei Ito,HARUNA Hana / Hiroshi / YOSHIDA Taizo / KODA Riri / KAWASE Yota,爱情 / 情色,日本,高清无字幕,2010-11-19,豆瓣：3.7 
274,1275,(2015),福利,娘娘药不能停啊，哈哈哈！ ,亚生,亚生,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-12-12,豆瓣：9.7 
275,1276,(2015),福利,白皙丰满美少妇紧身长裙居家翩翩起舞 ,熟中自有颜如玉,熟中自有颜如玉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-12-13,豆瓣：7.3 
276,1277,(2015),福利,【福利】阿英护士装来咯 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-14,豆瓣：7.9 
277,1278,(2015),福利,【福利】今天看看腿 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-13,豆瓣：6.6 
278,1279,(2015),福利,【福利】又到周末看球时间 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-12,豆瓣：6.4 
279,1280,(2015),福利,【福利】这妖娆的身姿迷醉 ,天纵高洁,天纵高洁,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-12,豆瓣：2.4 
280,1281,(2015),福利,【福利】这条裙子感觉还阔以 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-11,豆瓣：7.2 
281,1282,(2015),福利,【福利】今天来点萝莉吧 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-11,豆瓣：7.2 
282,1283,(2015),福利,【福利】看了三天，累吗？ ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-10,豆瓣：8.9 
283,1284,(2015),福利,【前方高能】撸♀欲有约 ,栾莉莉,栾莉莉,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-10,豆瓣：6.2 
284,1285,(2015),音乐,孤独和烈酒 - 向凝 ,向凝,向凝,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-15,豆瓣：3.9 
285,1286,(2015),音乐,宋小宝你好搞  本家传媒来YY了 - 文成 尊师小宝 楼下告诉了小伙没事随笔喊 ,文成 尊师小宝 楼下告诉了小伙没事随笔喊,文成 尊师小宝 楼下告诉了小伙没事随笔喊,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-15,豆瓣：1.8 
286,1287,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
287,1288,(2015),电影,荷尔蒙大冒险 ,李永昌,王淇 / 陈立谦 / 王赴颖,剧情 / 喜剧 / 爱情,马拉西亚,高清,20151215,豆瓣：3.0 
288,1289,(2013),电影,11时 열한시 ,金炫锡,郑在咏 / 金玉彬 / 崔丹尼尔 / 李代延 / 朴哲民 / 申多恩 / 吴光禄,惊悚,韩国,高清中字,2013-11-28(韩国),豆瓣：6.3 
289,1290,(2015),电影,投靠女与出走男 駆込み女と駆出し男 ,原田真人,大泉洋 / 户田惠梨香 / 满岛光 / 山崎努 / 堤真一 / 树木希林 / 内山理名 / 阳月华 / 武田真治 / 木村绿子 / 中村嘉葎雄 / 神野三铃 / 木场胜己  / 高畑淳子 / 萤雪次朗 / 山崎一,剧情 / 喜剧,日本,高清中字,2015-05-16(日本),豆瓣：8.4 
290,1291,(2015),电影,阿尔伯特 Albert ,Karsten Kiilerich,,动画,丹麦,高清中字,2015-12-15,豆瓣：3.0 
291,1292,(2015),午夜,爱的陷阱 ,Kyeong Seok-ho 경석호,김태정 / 이현성 / 정태민,剧情 / 情色,韩国,高清无字幕,2015-10-17,豆瓣：4.3 
292,1293,(2015),电影,角头 ,李运杰,黄鸿升 / 王阳明 / 蔡振南 / 高捷 / 孙鹏 / 颜正国 / 许孟哲 / 杨奇煜 / 倪子钧 / 莫允雯,剧情 / 动作 / 犯罪,台湾,高清中字,2015-07-10(台湾),豆瓣：5.4 
293,1294,(2015),午夜,奸臣 간신 ,闵奎东,朱智勋 / 金康宇 / 林智妍 / 千浩振 / 李宥英,剧情 / 情色 / 古装,韩国,高清中字,2015-05-21(韩国),豆瓣：6.4 
294,1295,(2015),电视剧,天眼国语版 ,方骏钊,陈展鹏 / 郑嘉颖 / 杨怡,剧情,香港,20集已完结,2015-03-02(香港),豆瓣：6.7 
295,1296,(2008),电影,地心历险记 Journey to the Center of the Earth ,埃里克·布雷维格,布兰登·费舍 / 乔什·哈切森 / 安妮塔·布瑞姆 / 塞斯·梅耶斯,动作 / 科幻 / 惊悚 / 家庭 / 冒险,美国,高清中字,2008-07-11(美国),豆瓣：6.7 
296,1297,(2012),电影,地心历险记2：神秘岛 Journey 2: The Mysterious Island ,布拉德·佩顿,道恩·强森 / 乔什·哈切森 / 迈克尔·凯恩 / 瓦妮莎·哈金斯 / 克里斯汀·戴维斯 / 路易斯·古兹曼,动作 / 科幻 / 家庭 / 奇幻 / 冒险,美国,高清中字,2012-02-10(中国大陆/美国),豆瓣：6.2 
297,1298,(2015),午夜,有夫之妇 ,유부녀들,유부녀들,剧情 / 爱情 / 情色,韩国,高清中字,2015-10-14(韩国),豆瓣：4.2 
298,1299,(2015),综合,林俊杰“时线：新地球”巡演高雄最终站 ,林俊杰,林俊杰,林俊杰 / 演唱会,台湾高雄,高清,2015-12-15,豆瓣：5.3 
299,1300,(2015),电影,画心师 ,唐旭,秦立洋 / 卢沁希 / 欧阳晓倩 / 张颖涵,爱情 / 剧情,中国大陆,高清国语,2015-12-15,豆瓣：3.6 
300,1301,(2015),电影,网络红人 ,孙时,游乐儿 Le-er You / 王晓东 / 高伟 / 张进,剧情 / 喜剧 / 歌舞,中国大陆,高清,2015-12-25,豆瓣：4.0 
301,1302,(2015),电影,头牌魔姬.觉醒 ,李洋,吕燕,奇幻 / 剧情,中国大陆,高清,2015-12-16,豆瓣：6.0 
302,1303,(2015),电影,雨夜惊魂 ,刘天荣,蓝燕 / 王李丹妮 / 董玉峰,惊悚,中国大陆,高清,2015-11-05(中国大陆),豆瓣：2.9 
303,1304,(2015),电影,浪漫天降 ,宁瀛,夏雨 / 关晓彤 / 邱泽 / 刘孜 / 崔宝月 / 白举纲 / 左立,喜剧 / 爱情,中国大陆,高清,2015-10-23(中国大陆),豆瓣：4.4 
304,1305,(2015),电影,老炮儿 ,管虎,冯小刚 / 许晴 / 张涵予 / 刘桦 / 李易峰 / 吴亦凡 / 梁静 / 白举纲 / 于和伟 / 连奕名 / 尚语贤 / 张译 / 张一山 / 宁浩 / 王俊凯 / 王源 / 易烊千玺,剧情 / 动作 / 犯罪,中国大陆,高清版,2015-12-24(中国大陆) / 2015-09-09(威尼斯电影节),豆瓣：8.4 
305,1306,(2013),电影,了不起的盖茨比 The Great Gatsby ,巴兹·鲁赫曼,莱昂纳多·迪卡普里奥 / 凯瑞·穆里根 / 托比·马奎尔 / 艾拉·菲舍尔 / 乔尔·埃哲顿 / 卡兰·麦克奥利菲 / 阿米达普·巴强 / 杰森·克拉科 / 伊丽莎白·德比茨基 / 嘉玛·沃德,剧情 / 爱情,澳大利亚 / 美国,高清中字,2013-08-30(中国大陆) / 2013-05-01(纽约首映) / 2013-05-10(美国),豆瓣：7.7 
306,1307,(2005),电影,荒岛惊魂 Three ,斯图尔特·罗菲尔,比利·赞恩 / 凯莉·布鲁克 / 胡安·巴勃罗·迪·帕斯 / Gary Brockette,剧情 / 惊悚 / 恐怖 / 冒险,美国 / 英国 / 卢森堡,高清中字,2006-05-05(英国),豆瓣：5.8 
307,1308,(2015),午夜,陷阱小恶魔 ,히로타 미키오,카나에 루카 토키토 아유무,伦理 / 情色,日本,高清无字幕,2015-09-12,豆瓣：3.5 
308,1309,(2012),电影,黑暗阴影 Dark Shadows ,蒂姆·波顿,约翰尼·德普 / 伊娃·格林 / 米歇尔·菲佛 / 海伦娜·伯翰·卡特 / 科洛·莫瑞兹 / 杰基·厄尔·哈利 / 约翰尼·李·米勒 / 贝拉·希思科特 / 克里斯托弗·李 / 汉娜·穆雷,喜剧 / 奇幻,美国 / 澳大利亚,高清中字,2012-05-09(法国) / 2012-05-11(美国/台湾),豆瓣：6.3 
309,1310,(2015),电影,恶棍天使 ,俞白眉 / 邓超,邓超 / 孙俪 / 代乐乐 / 梁超 / 杨新鸣 / 王砚辉,喜剧,中国大陆,高清版,2015-12-24(中国大陆),豆瓣：8.0 
310,1311,(2015),电影,鬼吹灯之寻龙诀 ,乌尔善,陈坤 / 黄渤 / 舒淇 / 杨颖 / 夏雨 / 刘晓庆 / 颜卓灵,剧情 / 动作 / 奇幻 / 冒险,中国大陆,高清版,2015-12-18(中国大陆),豆瓣：8.0 
311,1312,(1995),电影,贼王 ,李修贤,关秀媚 / 周文健 / 任达华,警匪 / 动作 / 犯罪,中国香港,高清国粤语,1995-03-15,豆瓣：4.3 
312,1313,(2010),电影,银行匪帮 Takers ,John Luessenhop,马特·狄龙 / 保罗·沃克 / 海登·克里斯滕森 / 克里斯·布朗 / 佐伊·索尔达娜 / 迈克尔·伊雷 / 伊德里斯·艾尔巴 / 杰伊·赫尔南德兹 / T.I.,动作 / 惊悚 / 犯罪,美国,高清中字,2010-01-08,豆瓣：6.9 
313,1314,(2003),电影,举起手来！ ,冯小宁,郭达 / 潘长江 / 刘小微 / 李明 / 胡晓光,剧情 / 喜剧 / 历史 / 战争,中国大陆,高清,2003-08-21,豆瓣：6.3 
314,1315,(2007),电影,灵魂战车 Ghost Rider ,马克·斯蒂文·约翰逊,尼古拉斯·凯奇 / 伊娃·门德斯 / 彼得·方达 / 山姆·艾里奥特 / 韦斯·本特利,动作 / 惊悚 / 奇幻,美国 / 澳大利亚,高清中字,2007-02-16(美国),豆瓣：6.4 
315,1316,(2011),电影,灵魂战车2：复仇时刻 Ghost Rider: Spirit of Vengeance ,马克·耐沃尔代 / 布莱恩·泰勒,尼古拉斯·凯奇 / 塞伦·希德 / 伊德里斯·艾尔巴 / 薇奥兰特·普拉西多 / 克里斯多弗·兰伯特 / 约翰尼·威特沃斯,动作 / 惊悚 / 奇幻,美国,高清中字,2012-04-20(中国大陆) / 2011-12-11(美国),豆瓣：5.4 
316,1317,(1992),电影,哗鬼旅行团 ,刘仕裕,林正英 / 吴君如 / 邱建国 / 曹查理 / 胡枫 / 熊欣欣 / 黄一飞,恐怖,香港,高清,1992-03-26,豆瓣：6.3 
317,1318,(2015),电视剧,[收宫]太子妃升职记 ,侣皓吉吉,张天爱 / 盛一伦 / 于朦胧 / 江奇霖 / 郭俊辰,剧情,中国大陆,37集已完结,2015-12-13(中国大陆),豆瓣：8.0 
318,1319,(2015),电影,朋友圈噩梦 ,易何,房鹿 / 皮逸嘉 / 刘述 / 马翼 / 葛云,惊悚,中国大陆,高清,2015-12-18,豆瓣：3.0 
319,1320,(2015),电视剧,废柴兄弟3 ,姬智,王宁 / 修睿 / 童菲 / 魏梦 / 王妍之 / 杨冬麒 / 李乐儿,剧情,中国大陆,20集已完结,2015-12-18(中国大陆),豆瓣：6.0 
320,1321,(2015),午夜,爱情也有版权吗? 사랑에도 저작권이 있나요? ,Choi Kyeong-jin (최경진),崔在焕 / 王光娜 / 金姬妍 / Park Myeong-sin (박명신),剧情,韩国,高清无字幕,2015-05-21(韩国),豆瓣：3.9 
321,1322,(2008),电影,通缉令 Wanted ,提莫·贝克曼贝托夫,詹姆斯·麦卡沃伊 / 摩根·弗里曼 / 安吉丽娜·朱莉 / 特伦斯·斯坦普 / 托马斯·克莱舒曼 / 科曼 / 克里斯汀·哈格 / 马克·沃伦 / 大卫·奥哈拉 / 康斯坦丁·哈宾斯基 / Dato Bakhtadze / 克里斯·普拉特 / Lorna,动作 / 惊悚 / 犯罪,美国 / 德国,高清中字,2008-10-09(中国大陆) / 2008-06-27(美国),豆瓣：7.4 
322,1323,(1982),电影,第一滴血 First Blood ,特德·科特切夫,西尔维斯特·史泰龙 / 理查德·克里纳 / 布莱恩·丹内利 / Bill McKinney / 杰克·斯塔瑞特,剧情 / 动作 / 惊悚 / 冒险,美国,高清中字,1982-10-22,豆瓣：8.1 
323,1324,(1985),电影,第一滴血2 Rambo: First Blood Part II ,乔治 P·科斯马图斯,西尔维斯特·史泰龙 / 理查德·克里纳 / 史蒂文·伯克夫 / 查尔斯·纳佩尔 / 朱莉娅·尼克森 / 马丁·科夫,动作 / 惊悚 / 冒险,美国,高清中字,1985-05-22(美国),豆瓣：7.7 
324,1325,(1988),电影,第一滴血3 Rambo III ,彼得·麦克唐纳德,西尔维斯特·史泰龙 / 理查德·克里纳 / Marc de Jonge / 柯特伍德·史密斯 / Spiros Focás / Sasson Gabai,动作 / 惊悚 / 冒险,美国,高清中字,1988-05-25(美国),豆瓣：7.5 
325,1326,(2008),电影,第一滴血4 Rambo ,西尔维斯特·史泰龙,西尔维斯特·史泰龙 / 朱莉·本茨 / 马修·马斯登 / Graham McTavish / Reynaldo Gallegos,动作 / 惊悚,美国 / 德国,高清中字,2008-01-25(美国),豆瓣：7.1 
326,1327,(2015),电影,美女总裁与特种兵 ,朱江,楚镇 / 王聃葳 / 祁扬 / 王姊姊 / 陈思元 / 郭云飞,动作 / 爱情,中国大陆,高清,2015-09-03(中国大陆),豆瓣：4.0 
327,1328,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
328,1329,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
329,1330,(2010),电影,二流警探 The Other Guys ,亚当·麦凯,马克·沃尔伯格 / 威尔·法瑞尔 / 道恩·强森 / 塞缪尔·杰克逊 / 伊娃·门德斯 / 雷·史蒂文森 / 迈克尔·基顿 / 史蒂夫·库根,喜剧 / 动作 / 犯罪,美国,高清中字,2010-08-06,豆瓣：6.1 
330,1331,(2015),午夜,性的研究 핫섹토크 ,Lee Jun (이전),Anne (앤) / Jang Chang-myung (장창명) / Park Ji-yeol (박지열) / Park Yoon-sik-I (박윤식),剧情 / 情色,韩国,高清中字,2015-11-03(韩国),豆瓣：5.0 
331,1332,(1992),午夜,疯狂欲望 ,丁度·巴拉斯,Claudia Koll / Paolo Lanza,喜剧 / 情色,意大利,高清中字,1992-02-21,豆瓣：5.3 
332,1333,(2014),电影,秦时明月之龙腾万里 ,沈乐平,冯骏骅 / 季冠霖 / 沈达威 / 刘钦 / 吴磊 / 张嘉译 / 王肖兵 / 黄莺 / 程玉珠 / 樊俊航,动画 / 奇幻 / 冒险 / 武侠,中国大陆,高清,2014-08-08(中国大陆),豆瓣：6.8 
333,1334,(2015),电影,笑创三国 ,殷杰,王健森/ 姜星呈/ 郭雨婷/ 赵军艺,荒诞 / 网络大电影 / 职场 / 励志 / 成长 / 中成本,中国大陆,高清,2015-12-10,豆瓣：3.0 
334,1335,(2015),福利,【福利】2015年最性感的22支MV ,天纵高洁,天纵高洁,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-20,豆瓣：2.9 
335,1336,(2015),福利,【福利】今天你看福利了吗？ ,羊咩咩,羊咩咩,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-20,豆瓣：8.6 
336,1337,(2015),福利,【福利】扭一扭，舔一舔 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-19,豆瓣：4.6 
337,1338,(2015),福利,【福利】恩率的诱惑来辣！ ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-18,豆瓣：1.6 
338,1339,(2015),福利,【福利】这身材你满意吗？ ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-17,豆瓣：4.9 
339,1340,(2015),福利,【福利】最胸美少女如何优雅的起床 ,中二法师,中二法师,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-19,豆瓣：1.5 
340,1341,(2015),福利,【福利】看看美女养养眼 ,若风巫师,若风巫师,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-17,豆瓣：2.1 
341,1342,(2015),福利,【福利】长腿黑丝，迷之角度~ ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-16,豆瓣：4.0 
342,1343,(2015),福利,【福利】你们看到啥了 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-16,豆瓣：4.8 
343,1344,(2015),福利,【福利】妹子好卖力呀 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-16,豆瓣：3.1 
344,1345,(2015),福利,【福利】神级大白腿 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-16,豆瓣：4.0 
345,1346,(2015),福利,【福利】阿英护士装来咯 ,天天福利,天天福利,虎牙 / 福利 / 美女 / 搞笑,大陆中国,虎牙,2015-12-14,豆瓣：5.0 
346,1347,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
347,1348,(2015),音乐,漂洋过海来看你 - 夏玲美 ,夏玲美,夏玲美,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-21,豆瓣：9.6 
348,1349,(2015),音乐,潇潇  帝都 - 研萧 ,研萧,研萧,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-21,豆瓣：8.9 
349,1350,(2015),音乐,1931《加糖情歌》 - 苏鑫-素素 飞奔回来~ ,苏鑫-素素 飞奔回来~,苏鑫-素素 飞奔回来~,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-21,豆瓣：9.2 
350,1351,(2015),音乐,走着走着就散了 - 凌小希 ,凌小希,凌小希,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-21,豆瓣：3.2 
351,1352,(2015),音乐,九世轮回篇 - 文er ,文er,文er,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-21,豆瓣：7.6 
352,1353,(2015),音乐,MC三生三世十里桃花 - 星妹妹 ,星妹妹,星妹妹,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-12-21,豆瓣：2.5 
